date,company,product_id,category,sales,price,promotion,stockout_days
2024-02-01,Company B,P002,OTC,147.6,10.2,0,1
2024-03-01,Company B,P002,OTC,159.9,10.3,0,1
2024-04-01,Company B,P002,OTC,143.2,9.81,0,0
2024-05-01,Company B,P002,OTC,159.2,10.18,0,5
2024-06-01,Company B,P002,OTC,157.6,10.23,0,2
2024-07-01,Company B,P002,OTC,157.4,10.46,0,2
2024-08-01,Company B,P002,OTC,148.4,10.69,0,5
2024-09-01,Company B,P002,OTC,143.3,10.31,0,0
2024-10-01,Company B,P002,OTC,141.0,10.32,0,0
2024-11-01,Company B,P002,OTC,151.0,10.07,0,0
2024-12-01,Company B,P002,OTC,152.2,9.93,0,0
2025-01-01,Company B,P002,OTC,153.4,10.02,0,0
2025-02-01,Company B,P002,OTC,155.9,10.36,0,0
2025-03-01,Company B,P002,OTC,188.9,10.13,1,0
2025-04-01,Company B,P002,OTC,173.0,9.95,0,0
2025-05-01,Company B,P002,OTC,180.2,10.56,0,3
2025-06-01,Company B,P002,OTC,181.0,10.47,1,0
2025-07-01,Company B,P002,OTC,165.6,10.16,0,1
2025-08-01,Company B,P002,OTC,144.0,9.84,0,0
2025-09-01,Company B,P002,OTC,159.8,9.89,0,0
2025-10-01,Company B,P002,OTC,143.7,10.33,0,0
2025-11-01,Company B,P002,OTC,141.7,10.35,0,2
2025-12-01,Company B,P002,OTC,164.4,10.1,0,0
2022-01-01,Company B,P003,Prescription,135.9,11.95,0,0
2022-02-01,Company B,P003,Prescription,143.4,11.83,0,3
2022-03-01,Company B,P003,Prescription,158.8,12.07,0,3
2022-04-01,Company B,P003,Prescription,157.4,12.14,0,5
2022-05-01,Company B,P003,Prescription,149.8,12.23,0,0
2022-06-01,Company B,P003,Prescription,160.7,11.34,0,0
2022-07-01,Company B,P003,Prescription,141.7,11.73,0,0
2022-08-01,Company B,P003,Prescription,121.9,12.38,0,0
2022-09-01,Company B,P003,Prescription,127.8,11.85,0,0
2022-10-01,Company B,P003,Prescription,117.6,12.0,0,3
2022-11-01,Company B,P003,Prescription,123.7,12.5,0,0
2022-12-01,Company B,P003,Prescription,136.0,11.9,0,3
2023-01-01,Company B,P003,Prescription,140.7,11.55,0,0
2023-02-01,Company B,P003,Prescription,171.5,11.87,1,0
2023-03-01,Company B,P003,Prescription,166.9,12.16,0,0
2023-04-01,Company B,P003,Prescription,171.3,11.84,0,0
2023-05-01,Company B,P003,Prescription,166.2,11.95,0,3
2023-06-01,Company B,P003,Prescription,161.5,12.04,0,0
2023-07-01,Company B,P003,Prescription,176.6,12.08,1,0
2023-08-01,Company B,P003,Prescription,147.9,12.02,0,0
2023-09-01,Company B,P003,Prescription,134.2,12.29,0,0
2023-10-01,Company B,P003,Prescription,174.4,12.22,1,0
2023-11-01,Company B,P003,Prescription,147.3,12.04,0,0
2023-12-01,Company B,P003,Prescription,173.5,11.91,1,0
2024-01-01,Company B,P003,Prescription,184.1,12.24,1,0
2024-02-01,Company B,P003,Prescription,172.7,12.2,0,1
2024-03-01,Company B,P003,Prescription,174.6,12.65,0,0
2024-04-01,Company B,P003,Prescription,185.6,12.16,0,0
2024-05-01,Company B,P003,Prescription,180.2,11.82,0,2
2024-06-01,Company B,P003,Prescription,166.0,12.54,0,0
2024-07-01,Company B,P003,Prescription,170.5,12.09,0,0
2024-08-01,Company B,P003,Prescription,166.1,12.1,0,5
2024-09-01,Company B,P003,Prescription,156.9,11.77,0,0
2024-10-01,Company B,P003,Prescription,135.5,12.15,0,0
2024-11-01,Company B,P003,Prescription,155.6,12.26,0,0
2024-12-01,Company B,P003,Prescription,172.3,11.98,0,0
2025-01-01,Company B,P003,Prescription,177.8,12.33,0,0
2025-02-01,Company B,P003,Prescription,178.4,11.76,0,2
2025-03-01,Company B,P003,Prescription,195.4,12.13,0,0
2025-04-01,Company B,P003,Prescription,202.8,12.39,1,0
2025-05-01,Company B,P003,Prescription,193.9,12.25,0,3
2025-06-01,Company B,P003,Prescription,183.8,11.83,0,5
2025-07-01,Company B,P003,Prescription,183.9,12.19,0,0
2025-08-01,Company B,P003,Prescription,182.4,12.09,0,3
2025-09-01,Company B,P003,Prescription,167.2,11.75,0,0
2025-10-01,Company B,P003,Prescription,169.3,11.78,0,0
2025-11-01,Company B,P003,Prescription,154.7,11.87,0,0
2025-12-01,Company B,P003,Prescription,187.7,12.14,1,5
2022-01-01,Company B,P004,Prescription,155.2,13.78,0,0
2022-02-01,Company B,P004,Prescription,164.7,14.06,0,3
2022-03-01,Company B,P004,Prescription,169.5,14.1,0,0
2022-04-01,Company B,P004,Prescription,157.0,14.29,0,1
2022-05-01,Company B,P004,Prescription,183.3,14.09,1,1
2022-06-01,Company B,P004,Prescription,179.0,13.64,0,0
2022-07-01,Company B,P004,Prescription,166.1,14.02,0,0
2022-08-01,Company B,P004,Prescription,162.0,13.84,0,2
2022-09-01,Company B,P004,Prescription,156.6,14.09,0,0
2022-10-01,Company B,P004,Prescription,148.0,13.92,0,0
2022-11-01,Company B,P004,Prescription,174.9,13.77,0,0
2022-12-01,Company B,P004,Prescription,163.5,14.48,0,1
2023-01-01,Company B,P004,Prescription,163.5,13.81,0,0
2023-02-01,Company B,P004,Prescription,179.6,14.21,0,0
2023-03-01,Company B,P004,Prescription,204.3,14.0,0,1
2023-04-01,Company B,P004,Prescription,195.9,14.13,1,0
2023-05-01,Company B,P004,Prescription,184.4,14.08,0,0
2023-06-01,Company B,P004,Prescription,183.5,14.05,0,0
2023-07-01,Company B,P004,Prescription,182.3,13.71,0,0
2023-08-01,Company B,P004,Prescription,200.4,14.06,1,3
2023-09-01,Company B,P004,Prescription,209.3,13.47,1,3
2023-10-01,Company B,P004,Prescription,161.6,13.63,0,0
2023-11-01,Company B,P004,Prescription,173.8,13.91,0,1
2023-12-01,Company B,P004,Prescription,199.5,13.81,1,0
2024-01-01,Company B,P004,Prescription,168.9,13.65,0,1
2024-02-01,Company B,P004,Prescription,190.0,13.78,0,0
2024-03-01,Company B,P004,Prescription,202.4,13.67,0,0
2024-04-01,Company B,P004,Prescription,200.7,13.44,0,0
2024-05-01,Company B,P004,Prescription,197.2,13.7,0,0
2024-06-01,Company B,P004,Prescription,196.4,14.05,0,5
2024-07-01,Company B,P004,Prescription,187.2,14.01,0,0
2024-08-01,Company B,P004,Prescription,192.3,14.14,0,0
2024-09-01,Company B,P004,Prescription,193.8,13.9,1,1
2024-10-01,Company B,P004,Prescription,177.1,13.53,0,0
2024-11-01,Company B,P004,Prescription,185.7,13.7,0,2
2024-12-01,Company B,P004,Prescription,209.8,14.04,1,2
2025-01-01,Company B,P004,Prescription,201.6,13.63,0,0
2025-02-01,Company B,P004,Prescription,197.5,13.64,0,3
2025-03-01,Company B,P004,Prescription,203.3,13.82,0,5
2025-04-01,Company B,P004,Prescription,202.1,14.14,0,0
2025-05-01,Company B,P004,Prescription,218.1,13.71,1,0
2025-06-01,Company B,P004,Prescription,201.3,13.88,0,0
2025-07-01,Company B,P004,Prescription,213.0,13.6,0,0
2025-08-01,Company B,P004,Prescription,208.6,14.04,0,5
2025-09-01,Company B,P004,Prescription,215.8,13.85,1,0
2025-10-01,Company B,P004,Prescription,201.1,13.85,0,0
2025-11-01,Company B,P004,Prescription,202.3,13.63,0,0
2025-12-01,Company B,P004,Prescription,223.5,13.13,1,0
2022-01-01,Company B,P005,Wellness,169.6,15.2,0,0
2022-02-01,Company B,P005,Wellness,191.1,15.77,0,0
2022-03-01,Company B,P005,Wellness,194.3,16.27,0,0
2022-04-01,Company B,P005,Wellness,213.4,15.99,1,1
2022-05-01,Company B,P005,Wellness,200.6,15.93,0,2
2022-06-01,Company B,P005,Wellness,183.3,15.62,0,0
2022-07-01,Company B,P005,Wellness,159.6,15.59,0,0
2022-08-01,Company B,P005,Wellness,191.4,15.7,0,5
2022-09-01,Company B,P005,Wellness,178.7,15.77,0,0
2022-10-01,Company B,P005,Wellness,175.5,15.79,0,0
2022-11-01,Company B,P005,Wellness,192.6,15.63,0,0
2022-12-01,Company B,P005,Wellness,190.2,15.7,0,0
2023-01-01,Company B,P005,Wellness,171.6,16.07,0,0
2023-02-01,Company B,P005,Wellness,190.4,15.31,0,0
2023-03-01,Company B,P005,Wellness,218.1,15.72,1,5
2023-04-01,Company B,P005,Wellness,233.6,15.91,1,0
2023-05-01,Company B,P005,Wellness,190.2,15.65,0,0
2023-06-01,Company B,P005,Wellness,201.3,15.53,0,0
2023-07-01,Company B,P005,Wellness,202.3,15.86,0,1
2023-08-01,Company B,P005,Wellness,181.8,15.15,0,0
2023-09-01,Company B,P005,Wellness,197.1,16.09,0,0
2023-10-01,Company B,P005,Wellness,184.1,15.82,0,0
2023-11-01,Company B,P005,Wellness,217.0,15.6,1,0
2023-12-01,Company B,P005,Wellness,187.6,15.64,0,1
2024-01-01,Company B,P005,Wellness,219.9,15.09,1,0
2024-02-01,Company B,P005,Wellness,213.3,15.68,0,2
2024-03-01,Company B,P005,Wellness,207.1,15.57,0,0
2024-04-01,Company B,P005,Wellness,209.7,15.87,0,0
2024-05-01,Company B,P005,Wellness,206.3,15.88,0,0
2024-06-01,Company B,P005,Wellness,211.0,15.41,0,0
2024-07-01,Company B,P005,Wellness,207.2,15.85,0,0
2024-08-01,Company B,P005,Wellness,208.9,15.53,0,0
2024-09-01,Company B,P005,Wellness,195.9,15.29,0,0
2024-10-01,Company B,P005,Wellness,183.3,15.57,0,0
2024-11-01,Company B,P005,Wellness,191.8,15.34,0,2
2024-12-01,Company B,P005,Wellness,205.8,15.54,0,0
2025-01-01,Company B,P005,Wellness,205.2,15.63,0,0
2025-02-01,Company B,P005,Wellness,247.2,15.98,1,0
2025-03-01,Company B,P005,Wellness,234.6,16.16,0,0
2025-04-01,Company B,P005,Wellness,229.8,15.73,0,1
2025-05-01,Company B,P005,Wellness,229.5,15.77,0,0
2025-06-01,Company B,P005,Wellness,234.0,15.84,0,0
2025-07-01,Company B,P005,Wellness,234.3,16.35,0,0
2025-08-01,Company B,P005,Wellness,228.2,15.9,0,0
2025-09-01,Company B,P005,Wellness,240.5,15.49,1,0
2025-10-01,Company B,P005,Wellness,225.6,15.55,0,0
2025-11-01,Company B,P005,Wellness,228.7,15.37,1,0
2025-12-01,Company B,P005,Wellness,221.5,15.51,0,0
2022-01-01,Company B,P006,Wellness,197.3,17.5,0,3
2022-02-01,Company B,P006,Wellness,204.0,17.65,0,2
2022-03-01,Company B,P006,Wellness,192.4,17.55,0,0
2022-04-01,Company B,P006,Wellness,244.7,17.28,1,1
2022-05-01,Company B,P006,Wellness,210.7,17.47,0,0
2022-06-01,Company B,P006,Wellness,218.0,17.5,0,5
2022-07-01,Company B,P006,Wellness,206.5,17.31,0,0
2022-08-01,Company B,P006,Wellness,192.8,16.95,0,0
2022-09-01,Company B,P006,Wellness,193.8,17.56,0,0
2022-10-01,Company B,P006,Wellness,216.3,17.73,1,1
2022-11-01,Company B,P006,Wellness,199.4,17.42,0,0
2022-12-01,Company B,P006,Wellness,219.1,17.7,1,0
2023-01-01,Company B,P006,Wellness,208.9,17.86,0,0
2023-02-01,Company B,P006,Wellness,216.5,17.95,0,0
2023-03-01,Company B,P006,Wellness,223.7,17.05,0,0
2023-04-01,Company B,P006,Wellness,228.4,17.41,0,0
2023-05-01,Company B,P006,Wellness,237.4,17.64,0,1
2023-06-01,Company B,P006,Wellness,222.4,17.76,0,3
2023-07-01,Company B,P006,Wellness,240.1,17.66,1,5
2023-08-01,Company B,P006,Wellness,208.0,17.7,0,1
2023-09-01,Company B,P006,Wellness,221.6,18.01,1,0
2023-10-01,Company B,P006,Wellness,192.0,17.47,0,2
2023-11-01,Company B,P006,Wellness,212.1,17.4,0,0
2023-12-01,Company B,P006,Wellness,227.7,17.87,0,3
2024-01-01,Company B,P006,Wellness,236.2,17.92,0,3
2024-02-01,Company B,P006,Wellness,236.6,17.61,0,0
2024-03-01,Company B,P006,Wellness,260.4,17.66,0,0
2024-04-01,Company B,P006,Wellness,245.2,17.6,0,0
2024-05-01,Company B,P006,Wellness,255.2,17.84,0,0
2024-06-01,Company B,P006,Wellness,239.9,17.58,0,2
2024-07-01,Company B,P006,Wellness,234.7,17.85,0,1
2024-08-01,Company B,P006,Wellness,220.7,18.04,0,0
2024-09-01,Company B,P006,Wellness,210.1,17.29,0,3
2024-10-01,Company B,P006,Wellness,206.9,17.76,0,0
2024-11-01,Company B,P006,Wellness,225.0,17.55,0,0
2024-12-01,Company B,P006,Wellness,225.1,17.45,0,0
2025-01-01,Company B,P006,Wellness,229.1,17.71,0,0
2025-02-01,Company B,P006,Wellness,236.9,17.33,0,0
2025-03-01,Company B,P006,Wellness,252.9,17.91,0,0
2025-04-01,Company B,P006,Wellness,274.9,17.55,0,0
2025-05-01,Company B,P006,Wellness,272.7,17.87,0,0
2025-06-01,Company B,P006,Wellness,258.1,17.25,0,0
2025-07-01,Company B,P006,Wellness,259.9,17.8,0,0
2025-08-01,Company B,P006,Wellness,249.5,17.35,0,0
2025-09-01,Company B,P006,Wellness,232.0,17.26,0,0
2025-10-01,Company B,P006,Wellness,252.1,17.37,0,0
2025-11-01,Company B,P006,Wellness,234.1,17.03,0,2
2025-12-01,Company B,P006,Wellness,249.6,17.35,0,0
2022-01-01,Company B,P007,OTC,208.6,19.41,0,0
2022-02-01,Company B,P007,OTC,214.7,18.94,0,1
2022-03-01,Company B,P007,OTC,220.2,19.23,0,0
2022-04-01,Company B,P007,OTC,232.1,19.66,0,0
2022-05-01,Company B,P007,OTC,224.6,19.39,0,1
2022-06-01,Company B,P007,OTC,209.4,19.41,0,0
2022-07-01,Company B,P007,OTC,227.1,19.13,0,0
2022-08-01,Company B,P007,OTC,200.6,19.24,0,0
2022-09-01,Company B,P007,OTC,201.5,19.04,0,3
2022-10-01,Company B,P007,OTC,222.9,19.54,0,0
2022-11-01,Company B,P007,OTC,218.0,19.08,0,0
2022-12-01,Company B,P007,OTC,227.4,19.6,0,0
2023-01-01,Company B,P007,OTC,231.4,18.58,0,0
2023-02-01,Company B,P007,OTC,235.4,19.48,0,1
2023-03-01,Company B,P007,OTC,240.5,19.32,0,0
2023-04-01,Company B,P007,OTC,253.1,19.03,0,0
2023-05-01,Company B,P007,OTC,230.8,19.34,0,0
2023-06-01,Company B,P007,OTC,234.6,19.26,0,2
2023-07-01,Company B,P007,OTC,246.0,18.97,1,2
2023-08-01,Company B,P007,OTC,232.7,19.2,0,0
2023-09-01,Company B,P007,OTC,249.7,19.65,0,0
2023-10-01,Company B,P007,OTC,223.3,18.86,0,0
2023-11-01,Company B,P007,OTC,241.4,19.18,0,0
2023-12-01,Company B,P007,OTC,230.5,19.4,0,0
2024-01-01,Company B,P007,OTC,247.4,19.57,0,0
2024-02-01,Company B,P007,OTC,256.7,19.49,0,0
2024-03-01,Company B,P007,OTC,247.0,19.17,0,0
2024-04-01,Company B,P007,OTC,257.5,18.84,0,0
2024-05-01,Company B,P007,OTC,269.1,19.54,0,0
2024-06-01,Company B,P007,OTC,258.8,19.19,0,0
2024-07-01,Company B,P007,OTC,269.9,19.42,1,0
2024-08-01,Company B,P007,OTC,245.8,19.43,0,0
2024-09-01,Company B,P007,OTC,267.0,19.3,1,0
2024-10-01,Company B,P007,OTC,244.6,19.67,0,1
2024-11-01,Company B,P007,OTC,247.2,19.58,0,1
2024-12-01,Company B,P007,OTC,261.7,19.24,0,0
2025-01-01,Company B,P007,OTC,280.6,19.54,1,0
2025-02-01,Company B,P007,OTC,265.4,19.33,0,0
2025-03-01,Company B,P007,OTC,280.4,18.96,0,0
2025-04-01,Company B,P007,OTC,277.9,19.17,0,0
2025-05-01,Company B,P007,OTC,269.5,19.49,0,0
2025-06-01,Company B,P007,OTC,266.0,19.37,0,3
2025-07-01,Company B,P007,OTC,291.9,19.27,1,5
2025-08-01,Company B,P007,OTC,256.0,19.92,0,0
2025-09-01,Company B,P007,OTC,274.3,19.05,0,0
2025-10-01,Company B,P007,OTC,270.8,19.36,0,5
2025-11-01,Company B,P007,OTC,268.2,19.57,0,0
2025-12-01,Company B,P007,OTC,270.1,19.04,0,0
2022-01-01,Company B,P008,Prescription,234.3,21.34,0,0
2022-02-01,Company B,P008,Prescription,247.6,21.16,0,1
2022-03-01,Company B,P008,Prescription,242.9,21.13,0,0
2022-04-01,Company B,P008,Prescription,253.2,21.26,1,0
2022-05-01,Company B,P008,Prescription,238.0,20.79,0,0
2022-06-01,Company B,P008,Prescription,243.7,21.24,0,0
2022-07-01,Company B,P008,Prescription,229.3,20.63,0,0
2022-08-01,Company B,P008,Prescription,221.9,20.97,0,0
2022-09-01,Company B,P008,Prescription,231.4,21.32,0,1
2022-10-01,Company B,P008,Prescription,228.7,21.18,0,1
2022-11-01,Company B,P008,Prescription,229.1,21.02,0,0
2022-12-01,Company B,P008,Prescription,238.3,20.93,0,5
2023-01-01,Company B,P008,Prescription,273.5,21.12,1,0
2023-02-01,Company B,P008,Prescription,251.8,20.75,0,0
2023-03-01,Company B,P008,Prescription,259.8,21.11,0,3
2023-04-01,Company B,P008,Prescription,257.0,21.24,0,1
2023-05-01,Company B,P008,Prescription,266.4,20.54,0,0
2023-06-01,Company B,P008,Prescription,293.5,21.56,1,0
2023-07-01,Company B,P008,Prescription,269.7,21.16,1,0
2023-08-01,Company B,P008,Prescription,246.8,21.32,0,0
2023-09-01,Company B,P008,Prescription,237.9,21.02,0,0
2023-10-01,Company B,P008,Prescription,257.9,21.36,0,0
2023-11-01,Company B,P008,Prescription,237.8,21.46,0,1
2023-12-01,Company B,P008,Prescription,271.9,21.42,0,1
2024-01-01,Company B,P008,Prescription,266.3,21.16,0,0
2024-02-01,Company B,P008,Prescription,281.8,21.39,0,0
2024-03-01,Company B,P008,Prescription,280.4,20.47,0,0
2024-04-01,Company B,P008,Prescription,290.5,21.13,0,0
2024-05-01,Company B,P008,Prescription,275.9,21.09,0,1
2024-06-01,Company B,P008,Prescription,300.8,20.7,1,5
2024-07-01,Company B,P008,Prescription,293.5,21.09,0,0
2024-08-01,Company B,P008,Prescription,271.6,20.95,0,1
2024-09-01,Company B,P008,Prescription,262.1,21.07,0,3
2024-10-01,Company B,P008,Prescription,267.4,21.49,0,0
2024-11-01,Company B,P008,Prescription,261.1,20.99,0,0
2024-12-01,Company B,P008,Prescription,280.2,21.45,0,0
2025-01-01,Company B,P008,Prescription,286.6,21.7,0,0
2025-02-01,Company B,P008,Prescription,286.0,21.68,0,0
2025-03-01,Company B,P008,Prescription,330.4,21.27,1,1
2025-04-01,Company B,P008,Prescription,303.8,20.98,0,0
2025-05-01,Company B,P008,Prescription,303.6,21.28,0,0
2025-06-01,Company B,P008,Prescription,298.9,21.13,0,0
2025-07-01,Company B,P008,Prescription,291.8,21.36,0,3
2025-08-01,Company B,P008,Prescription,287.3,20.59,0,5
2025-09-01,Company B,P008,Prescription,291.3,20.91,0,0
2025-10-01,Company B,P008,Prescription,283.4,21.28,0,0
2025-11-01,Company B,P008,Prescription,293.5,21.08,0,0
2025-12-01,Company B,P008,Prescription,300.9,21.37,0,3
2022-01-01,Company C,P001,OTC,113.2,8.79,0,0
2022-02-01,Company C,P001,OTC,119.8,8.78,0,0
2022-03-01,Company C,P001,OTC,123.0,9.12,0,0
2022-04-01,Company C,P001,OTC,139.8,9.25,0,0
2022-05-01,Company C,P001,OTC,127.0,8.89,0,3
2022-06-01,Company C,P001,OTC,120.2,8.83,0,0
2022-07-01,Company C,P001,OTC,120.4,9.62,0,0
2022-08-01,Company C,P001,OTC,113.6,9.06,0,0
2022-09-01,Company C,P001,OTC,103.2,9.21,0,0
2022-10-01,Company C,P001,OTC,115.4,9.32,0,0
2022-11-01,Company C,P001,OTC,115.8,8.69,1,0
2022-12-01,Company C,P001,OTC,107.9,9.06,0,0
2023-01-01,Company C,P001,OTC,129.5,8.71,0,5
2023-02-01,Company C,P001,OTC,138.2,9.31,0,0
2023-03-01,Company C,P001,OTC,147.3,9.46,1,0
2023-04-01,Company C,P001,OTC,132.7,9.5,0,5
2023-05-01,Company C,P001,OTC,133.0,9.2,0,0
2023-06-01,Company C,P001,OTC,152.0,9.19,1,0
2023-07-01,Company C,P001,OTC,121.9,9.06,0,0
2023-08-01,Company C,P001,OTC,129.4,9.07,0,0
2023-09-01,Company C,P001,OTC,118.4,8.79,0,0
2023-10-01,Company C,P001,OTC,120.3,9.17,0,0
2023-11-01,Company C,P001,OTC,125.7,8.99,0,3
2023-12-01,Company C,P001,OTC,129.4,9.17,0,0
2024-01-01,Company C,P001,OTC,146.2,8.87,1,0
2024-02-01,Company C,P001,OTC,148.5,9.13,0,0
2024-03-01,Company C,P001,OTC,169.4,8.94,0,0
2024-04-01,Company C,P001,OTC,150.6,9.21,0,1
2024-05-01,Company C,P001,OTC,148.7,9.07,0,0
2024-06-01,Company C,P001,OTC,142.1,8.85,0,0
2024-07-01,Company C,P001,OTC,153.9,8.64,1,0
2024-08-01,Company C,P001,OTC,137.2,9.14,0,0
2024-09-01,Company C,P001,OTC,131.9,8.78,0,3
2024-10-01,Company C,P001,OTC,118.9,9.27,0,0
2024-11-01,Company C,P001,OTC,131.1,9.19,0,5
2024-12-01,Company C,P001,OTC,137.4,9.16,0,0
2025-01-01,Company C,P001,OTC,130.8,8.82,0,0
2025-02-01,Company C,P001,OTC,156.7,8.75,1,0
2025-03-01,Company C,P001,OTC,143.9,8.64,0,0
2025-04-01,Company C,P001,OTC,147.8,8.97,0,5
2025-05-01,Company C,P001,OTC,154.7,9.26,0,1
2025-06-01,Company C,P001,OTC,162.1,8.92,0,0
2025-07-01,Company C,P001,OTC,162.9,9.12,1,0
2025-08-01,Company C,P001,OTC,156.0,9.01,1,0
2025-09-01,Company C,P001,OTC,130.6,9.25,0,0
2025-10-01,Company C,P001,OTC,147.7,9.56,0,0
2025-11-01,Company C,P001,OTC,141.1,8.58,0,0
2025-12-01,Company C,P001,OTC,158.9,8.77,1,0
2022-01-01,Company C,P002,OTC,121.6,10.95,0,0
2022-02-01,Company C,P002,OTC,170.0,10.53,1,3
2022-03-01,Company C,P002,OTC,150.3,11.07,0,0
2022-04-01,Company C,P002,OTC,157.5,11.08,1,0
2022-05-01,Company C,P002,OTC,149.9,10.92,0,1
2022-06-01,Company C,P002,OTC,132.8,11.02,0,0
2022-07-01,Company C,P002,OTC,137.2,10.45,0,3
2022-08-01,Company C,P002,OTC,134.2,10.64,0,0
2022-09-01,Company C,P002,OTC,124.5,10.83,0,0
2022-10-01,Company C,P002,OTC,139.2,10.68,0,0
2022-11-01,Company C,P002,OTC,146.8,10.72,1,1
2022-12-01,Company C,P002,OTC,132.5,10.76,0,0
2023-01-01,Company C,P002,OTC,152.0,11.04,1,0
2023-02-01,Company C,P002,OTC,147.8,11.24,0,0
2023-03-01,Company C,P002,OTC,167.4,10.61,0,0
2023-04-01,Company C,P002,OTC,168.4,10.7,0,0
2023-05-01,Company C,P002,OTC,161.1,10.68,0,3
2023-06-01,Company C,P002,OTC,177.6,10.91,1,0
2023-07-01,Company C,P002,OTC,149.8,10.94,0,0
2023-08-01,Company C,P002,OTC,150.3,11.57,0,3
2023-09-01,Company C,P002,OTC,143.9,10.55,0,0
2023-10-01,Company C,P002,OTC,142.5,10.76,0,0
2023-11-01,Company C,P002,OTC,147.0,10.76,0,1
2023-12-01,Company C,P002,OTC,152.4,10.4,0,0
2024-01-01,Company C,P002,OTC,160.3,11.03,0,0
2024-02-01,Company C,P002,OTC,162.5,10.63,0,0
2024-03-01,Company C,P002,OTC,167.8,10.33,0,0
2024-04-01,Company C,P002,OTC,168.6,10.74,0,0
2024-05-01,Company C,P002,OTC,156.9,10.71,0,0
2024-06-01,Company C,P002,OTC,171.9,10.43,0,0
2024-07-01,Company C,P002,OTC,161.0,10.93,0,0
2024-08-01,Company C,P002,OTC,156.9,11.01,0,0
2024-09-01,Company C,P002,OTC,127.7,10.64,0,0
2024-10-01,Company C,P002,OTC,149.7,10.79,0,0
2024-11-01,Company C,P002,OTC,143.7,10.92,0,0
2024-12-01,Company C,P002,OTC,154.9,10.88,0,1
2025-01-01,Company C,P002,OTC,152.8,10.43,0,0
2025-02-01,Company C,P002,OTC,186.2,10.96,1,1
2025-03-01,Company C,P002,OTC,176.9,10.86,0,1
2025-04-01,Company C,P002,OTC,176.5,10.78,0,0
2025-05-01,Company C,P002,OTC,176.9,10.41,0,0
2025-06-01,Company C,P002,OTC,162.9,10.6,0,0
2025-07-01,Company C,P002,OTC,175.4,10.57,0,0
2025-08-01,Company C,P002,OTC,160.6,10.9,0,0
2025-09-01,Company C,P002,OTC,168.8,10.42,0,0
2025-10-01,Company C,P002,OTC,172.8,10.92,0,0
2025-11-01,Company C,P002,OTC,161.9,10.25,0,0
2025-12-01,Company C,P002,OTC,165.4,10.52,0,1
2022-01-01,Company C,P003,Prescription,157.6,12.63,0,0
2022-02-01,Company C,P003,Prescription,176.1,12.87,1,0
2022-03-01,Company C,P003,Prescription,168.9,12.7,0,0
2022-04-01,Company C,P003,Prescription,175.5,12.2,0,5
2022-05-01,Company C,P003,Prescription,168.9,12.28,0,0
2022-06-01,Company C,P003,Prescription,164.0,12.53,0,2
2022-07-01,Company C,P003,Prescription,174.6,12.62,1,0
2022-08-01,Company C,P003,Prescription,164.6,12.49,1,0
2022-09-01,Company C,P003,Prescription,162.2,12.2,1,0
2022-10-01,Company C,P003,Prescription,149.1,12.97,0,0
2022-11-01,Company C,P003,Prescription,139.0,12.54,0,0
2022-12-01,Company C,P003,Prescription,142.1,12.27,0,0
2023-01-01,Company C,P003,Prescription,179.0,12.94,0,2
2023-02-01,Company C,P003,Prescription,179.0,12.21,0,0
2023-03-01,Company C,P003,Prescription,182.8,12.27,0,3
2023-04-01,Company C,P003,Prescription,179.8,12.88,0,0
2023-05-01,Company C,P003,Prescription,187.6,12.84,0,2
2023-06-01,Company C,P003,Prescription,184.3,12.78,0,0
2023-07-01,Company C,P003,Prescription,166.8,12.3,0,0
2023-08-01,Company C,P003,Prescription,163.7,12.96,0,0
2023-09-01,Company C,P003,Prescription,165.6,12.54,0,1
2023-10-01,Company C,P003,Prescription,166.4,12.76,0,2
2023-11-01,Company C,P003,Prescription,172.2,12.55,0,0
2023-12-01,Company C,P003,Prescription,157.6,12.73,0,0
2024-01-01,Company C,P003,Prescription,201.6,12.69,1,0
2024-02-01,Company C,P003,Prescription,183.5,12.6,0,0
2024-03-01,Company C,P003,Prescription,191.2,12.52,0,0
2024-04-01,Company C,P003,Prescription,206.6,12.7,0,0
2024-05-01,Company C,P003,Prescription,192.1,12.99,0,0
2024-06-01,Company C,P003,Prescription,191.0,12.72,0,5
2024-07-01,Company C,P003,Prescription,178.5,12.82,0,2
2024-08-01,Company C,P003,Prescription,177.1,12.56,0,0
2024-09-01,Company C,P003,Prescription,164.2,13.0,0,5
2024-10-01,Company C,P003,Prescription,172.9,12.41,0,0
2024-11-01,Company C,P003,Prescription,157.9,12.83,0,0
2024-12-01,Company C,P003,Prescription,181.7,12.75,0,0
2025-01-01,Company C,P003,Prescription,206.3,12.29,1,0
2025-02-01,Company C,P003,Prescription,209.9,12.78,0,0
2025-03-01,Company C,P003,Prescription,210.2,12.78,0,0
2025-04-01,Company C,P003,Prescription,206.0,12.45,0,0
2025-05-01,Company C,P003,Prescription,206.9,12.74,0,0
2025-06-01,Company C,P003,Prescription,217.1,12.62,0,0
2025-07-01,Company C,P003,Prescription,209.9,12.34,0,0
2025-08-01,Company C,P003,Prescription,182.3,12.59,0,0
2025-09-01,Company C,P003,Prescription,185.5,12.51,0,1
2025-10-01,Company C,P003,Prescription,176.2,12.16,0,0
2025-11-01,Company C,P003,Prescription,221.3,12.25,1,0
2025-12-01,Company C,P003,Prescription,197.3,12.19,0,0
2022-01-01,Company C,P004,Prescription,167.7,14.56,0,0
